央视频道,#genre#
CCTV-9纪录,http://txycdn3.video.qq.com/1755788302.m3u8?time=1784883982&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIELxGYIUaXH5M2GTLRkKtWqxozZu5kL3_8HLW5pW0gLjENxwGHF1Qn5MZTz-2dJto2oBcNlEDJqAgJVY1WKXmBRE-o8Tzjy7qrJEmEV8aYOHEXKS0kU3DS5MjuD4sGqxATQGzkzBYm0D6YGpKpoy9V6QT_cFs9p4MdyqOxopTFZrGwdSk3Er4vVtm3tlgg9OMIsvrzP4qItutOlQc95qKK0b2I-ORZWaxVAAfH05nmdoPXVr7QCFwjW3VAWV4A9ZgAxOPsHSH84hNHUMUoLhuy1gYuopxuXosEcbvWlktQXzuMZBvexzKlNpl6welel9SPTQ2wZGJr8dOsLdkW2eqcMOhzolLHi4ovDuA6BCRKXUk0yBH8JRQKSi77TmZNlBDgbmcLqBd4EStvl2X36riJDG7Pw68t_9wmkYz0rBwSNeMtH6e-jsMoxQbbeMo6WzYasFToMHPcl9sfqwTajda3NtFfK8dEZgU4dqhYd3RUy2rCljlpQ8KgtrdhaHnDqKRyNsHxHXKAdhqtxzQZdwny-twwzLjNGN50O9T-Dm2He11Pab&drmtype=0
CCTV-10科教,http://txycdn3.video.qq.com/1370437002.m3u8?time=1784883945&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIP6Wyg-G3s49JvF6fLQU6JFOOerQBxcL2U9JOgaPeBGNEPIRa9BskGxSqmB8HeIB17oBcA58dqfQ4-bn6VrbRVIMvevHrbJRaqeXBuwbskD0qfJJ6ADmtfB5Xg7ryH2KHgNIc4SMmW6uLF2Z1Gp6n7wSBrkuE7tmU3gtJFQ19ESKIvLwa1G7ZIVCZZ7gvVkrYRnABIESmethbEB9Un6VhVzR6R9Gi1FPuyLVFIwYWNd8npzTCP811j3WpRwCUSQbyEFP1k1R07iFxl-3DUVUzlvnK6QMyGtcdfkqa1TrLIuOcdB-SwNunTrNhBWLT_jvk60eRFesmD__HGHU6rbDSYDCKBsY8lpga0vCO9CoTutOk_ZFw0DiIiRjOQ19sXIKPOkFl0djn0bHOwI8mYRXcW5S1vsM1OMokVwAEY96q3u22suRsR4v9l0-1WqQIaNsEbss2kW2PHzWRv-_Ys8YT4e1V-vhyitaI2-pCvF_hxxWxL9PyxpKTzywj6K0XCiOVk681whsSbfO1pLA3cCuUvRBIiw_3w3DZ2sGm37jIEL6VygQ&drmtype=0
CCTV-11戏曲,http://txycdn2.video.qq.com/1370781502.m3u8?time=1784883876&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgILQbA2RxLtu43g_eS-WoSbwDkyvWJ1zNpwVWYe7QXafSEAKxmCE2rcLKmlPgz0pIIAoBcEBu_UTi6GIYSiocB0nFAbDr6tfUCvZMI1hv4RKUw_NsUxMkUNiPQy3uOtOOGw5Qsb461zeP6mTP9bs1vpE5vgIDPfgQLNREkGo-zekf06kH168smz6NnNFOW_178TtNQOrX1UpPUCrS0gzJa5mHu8kGwjiH5Jr3OCaLI-idJ_ioFOrKY91_ZIKg_sHJ1VcNXDeMvwpNWvycVfSh112WGkxXhwzT7mCndEJ6gqToVd_2J85xWPaA7IkG_FaMh6MAkGCkAVeBkPgJn2L7AuxzYV8fBLJyuLEnA9Gas1A8YnrKuKPhMLnniLzgi_i5ELQ_FXBF7OsFnG77alI5L6XuYe_RJmj-98IA5AxzqDoyHayRw6LJoqDFBYvIWzCdHRRoqW1k_i7xCZgj6Hw8ndFClOgxbUqa_ROSot0ieUSwATgyqiEsVnI4UyIq7lTzdX1JD5AYKtFSQVpo5P2BjNPDH6w6IUjYJVOu8uqqlFsWSoYM&drmtype=0
CCTV-12社会与法,http://txycdn2.video.qq.com/1755789202.m3u8?time=1784883849&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIDQfSU82A1Dy2FjP_GRlpbOSuYnF8_yM8rTR-H7cVz4XELgTbhw982LyPgHwQ0c5bCEBcLpEXivJwLSbtyDqR4YFBdLxZ8-ZMNatu7Hmvo1G_psJKdq8Zo8LnB6VgOuL9jwUWWyYwW90YFiSvFl1wEsBAh0HQfIP8CRMcYHTYQ5shEB7D6gLX84FTpkitb07eyL0h9whuz35crQnjlzF0_OkguGlM1zkO8_k9T3cl9XpfPQYoAl-hktahYQ_BPFuDpdobeOBjPkOm7Mh1QGwF5fJ8iepAm7pW4kbS_ZUUnTjhdRlPWeSZq-Xg5BMWDZ2x4SOMEWO76Ytjf3L3nkp7zwc1sVJSyUZbbJiTaf4XQkhlMDZvlU9B7iVg_jx_4NKIoeqplzNGfDc0ZNa4w3uBCmBbvq0tRgl1wdT2EWezK8BUDGL9zj7iQWhjc8iJz18vfS4Wa35FUVZycmLPXTJzU57qkFSFLEYN9u7i_L2KYzQXx1Cx5FhzICm3JtbK8ajOqoeZOCSJ59hi70shs-DwxmelB4tA8n5z334mJ_PZViOjubK&drmtype=0
CCTV-13新闻,http://pull-hls-f26.douyinliving.com/media/stream-407889897099101010.m3u8?expire=6a6c7529&sign=bc7546ca33081ca4a6b9c794f029bbef&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-20260724181256BEEC00DBA720C5BB5009-RIbQLs
CCTV-13新闻,http://pull-hls-f26.douyinliving.com/media/stream-696107587393815378.m3u8?expire=6a6c754f&sign=f576ebffbcd35ad233dfa87dd00c1f78&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-202607241813353C9A138B55F931F7CEA9-7JdSaj
CCTV-13新闻,http://txycdn2.video.qq.com/1369932002.m3u8?time=1784883790&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIHgFAF_i7arKXHSxmhREM4uPl4BWnLwna6Es_ZqL71ZWEF5inJEefbvsp-Pt7hW0nA0BcJrSdrtRu696B4SjiV7fjIEMAGs3Vv43J2fCi2QwgdOIZRooxiH3_qPvMG2vx3lETo-b6J6NQEZ1RqzOWLAmBtRzxjS4oJWOUt7AsBuCSPALHrRmG6kajywgXZ6ooSYR-7DTk3g5v2y9avTaBScEpHljcRgbjP1cbpEIHyVCxohHWDAwAzEHbWhQcKdwmoPRACbcPyL_U7AFhvw6J3TUjBnYjQbH5MANDWr0UL9PFE1ZqDMG48eJDqRuliNMSQpJ-R3lz3cPOw42VP6jEjUxT6G3dd76emGzTnMfvh_ciwiRScaKLeM5r8S7uThlfDHEJoGYx1xvgOdGDdwuvQFWkIXs1WOP8OFzLCDTWtQ5dW36pRO8QzmBk14v-b0D_G1a3Mc_FS9BMNw3HXCepI3pS_uClVuM2oxplUc02qtoUbe8GsqwG-9RZ8YDgYmx2sOV1DIFAK-TX9vJjlpEFJQuG0SXVNAEP3WaVQI2YEKa_-4n&drmtype=0
CCTV-13新闻,https://tx-origin.pull.yximgs.com/gifshow/kwai_actL_ol_act_14821218537_strL_EcAvcHdL0Mate.flv?txSecret=79ee993128ba6357fc333de1f123906f&txTime=6a63e6e4&stat=nqwh6hER8%2BgOBWFs7wnnRra2C4kk6FxbeV8GXlOL952xDpHzvYE4uqrPd5SzJXX3&tsc=origin&highTraffic=2&oidc=watchmen&sidc=2062&no_script=1&srcStrm=hw4DGRGS7fM&ss=s20&tfc_buyer=1
CCTV-14少儿,http://txycdn2.video.qq.com/1755770102.m3u8?time=1784883743&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIEPRT4s8FQhe1QeCOy7Sm4OM2yVgHUl8aXMy_HRXFwTBEEB0CPu2M4IgQCsz3JI59KMBcNaZBHCiluu0FiJo-eqvxPgY0gKA5UttRRVfXoPexeBl_xepx4ePlKZqlrAPLwOxywICTJAIv2RKDBrbfZzKf9iaA82mvgLf1XeTASaltCB_hspwL2ZBl2a4t-D09oIpLDZeyrEYcMG_AbgPLEoY9wKKzh7jPIuO7qiP664Qfi5I8ajkSZJIT3LrrOwtNZQdotl9q9rvyXSatvp4D85_eSMdCbH2KyVSuS8wGFpBr1g9HvKbON0ulp9PdO3X-J0FKA0TDilCOxQ7FCwSQeod78owB7o1e0dvQw059VprLfAmrVz-yv4ovvotK2HrYBZYqp_5Gj1iJ9oZ9c5RkBVo0tARlblOwX_uGKrDqrb3_s-gIJdDoO8l3BakHYNl19VOaW-Fvos4iKCFCCIuuQtcNk7ScjYqNaOCKlN2CDnzX0kACnIAkDkjAHEoHgEbaE0dqkWXux83z614ehOqTkxiEVbg2cU0vG_Ecx2P3qJYXGVc&drmtype=0
CCTV-15音乐,http://txycdn3.video.qq.com/1370782102.m3u8?time=1784883704&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIAqhJohd0kkiAMYJKrnTJvFskWAebhp0FGn-Hhldu8iPELy4btzGjvzit0SLZN6t2toBcBG3Clf2fW8ALU8vnayb1Nls8TeyAiRmaMCM4aGtPRHK0pD8Gr1hib1krhXKXeHoWJV13S_NZ9ikn1NAy58Ja_xy76V-ZGL3bG0YiW0SH6ZA2MD59xQFSbr4GtZP4-QUlhsB5l5p9TN1DvdbtelYvAN84Fo_VpI0cEnRHT3RDL-i-oEsSdYyIoSD-hquyXlC-LkC2rzHkZdpz6l_C_BdtwESaES22zkDuPdohoQ5fqd9AiGznaBaY4jPBFa-yWGeVQNfm0L6SfHn-zxr1B7mr-gxpmy4SPN851t-GWmAtxKs1jjZqLuiJzs787NtqQE8eqGdkp-7PZML1Bgqp9VjwPbgXLG9OlGAL98NDnDWtvQSGf690eJZmfF4udHcL6HvOluXyVGuPtzQaUjUQSqd1CI9GoTEfzUkB0WKTY3X296aYYaMUtKurTlo19ZLo4XbA7solyWI1NedAnvWXRqxjXrfDrhuOq4fCrdFHxBl9i5z&drmtype=0
CCTV-16奥林匹克,http://txycdn1.video.qq.com/1370437802.m3u8?time=1784883665&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIOOimSZwK8WWO1Yfb-fmhr3QpmaCuiXHrJrEHmTqOJTvED_gJdDN8JxRNgmFC5uC9uUBcIUdS1fBePe5wupCYYiY6JsmgYuJveSQ8JwSREFcYfhyqI2jlsWEpz8cSZpyHh5Y61R4zJ2Z4fEGU-Ri1fj34cpc8VDX1PXP7bJzHCMmPxXUaapNGho7zsT-f-yilTcQuAl6zbzEdPJTVjl9HaxXRZfDFuh9_mVdhsJc3vqxe3YfAu-HeSD4iGpGJ4nVtxxp9xhV1fMpxUp9zLlrn2Uj34oIaLRUEXCc0mpN4c9JXChq80S54l7NiQKKh5UPSvILJNtbAVjCw_oxKAes1exE3YAQJqMEBdg33xnszIrwjKO0hC9Q2yv4IaYzPL7Vq7L8XGsYaxxyaKE0fClocRX8c5VNnKbKbyLHFjbNL9b-vWgJKcndrisMKhEVOz0gzsLfZFYeWsm0IBB3JXmYY2Q5rNTwSq-pBpUoP9kRlmjkOs6LqfZNYEtOkIDi-RFod0MBlRyCuI4lokPL-E_6JCdCLahe2NzSYmpFwY1mvA5WVIEr&drmtype=0
CCTV-16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-17农业农村,http://pull-hls-f26.douyincdn.com/media/stream-696237483446502060.m3u8?expire=6a6bf3f3&sign=3b841af4a1bbd22024e622a08e0f5878&arch_hrchy=w1&exp_hrchy=w1&major_anchor_level=common&t_id=037-20260724090139F38424DD6FE92514056C-alM3Ac
CCTV-17农业农村,http://txycdn5.video.qq.com/1370437902.m3u8?time=1784883585&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIDqcqe9E7iNMT2Ycw-c8kgu6jEHY2tvL6_3R7vBKj7EcEGPlKTUKJZCd7o4BiQhOQIIBcHSmS6vCJHVDRXZtfLPlFlANMn_fPeFydGz5kU66ejUejKVKeshgC0g5lp07Lf56t7kvJJ80IH4XZeUN-PwWYRxTGnOZA43EaaTNF0tba2LuNAWKowTSQQseIby1XJdPOfK60KEyNWEp40Oobq44jJVeLthj11pGZEM-rEfoDoTeItoshVDkUClf_kbxNLtsbFS6aK6wUi5F1MwBOkAaj_75ObHuUNhpGwUwU8F672pQU4r9l_dvXXZL-Vw1KW_TG5mRVNfpOb5AfwWl6XFK3ZbLBNj23zfWprF2gYK7JXZ7xqOsiacOcP7meDLHvFBVQyacbZc40fBcssf9FNmRXiIM2Q59DAQiAfp24085DkkP7Ohj1b_vu2-S2zGzLEKSFjH-gmvqxK_gQHbbAYx-4_X0BtUyvIg2KHz30ihpTMJyhRpglqegF35eo4QvhcrFEdlF53K0RMWD4OllGUvp1SPjhfWtvEpL0ZC2uv64fSCg&drmtype=0
卫视频道,#genre#
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
深圳卫视,http://120.233.73.4:19901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://182.150.112.112:2025/hls/59/index.m3u8
天津卫视,http://183.11.239.36:808/hls/42/index.m3u8
四川卫视,http://59.42.73.90:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://222.214.208.34:59901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广东地区,#genre#
广东民生,http://116.77.33.98:44330/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
广东民生,http://183.11.239.36:808/hls/18/index.m3u8
广东新闻,http://116.77.33.98:44330/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
大湾区卫视,http://116.77.33.98:44330/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
广东移动,http://183.234.143.5:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
广东嘉佳卡通,http://183.234.143.5:85/tsfile/live/1069_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿,http://183.234.143.5:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
广东影视,http://183.234.143.5:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=0&authid=0
广东影视,http://120.238.85.131:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://116.77.33.98:44330/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://120.233.73.4:19901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
深圳少儿,http://120.233.73.4:19901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
深圳少儿,http://116.77.33.98:44330/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
深圳都市,http://116.77.33.98:44330/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
深圳都市,http://120.233.73.4:19901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
湖南地区,#genre#
龙山综合,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8
平江综合,https://liveplay-srs.voc.com.cn/hls/tv/168_ce2a0c.m3u8
津市综合,https://liveplay-srs.voc.com.cn/hls/tv/187_2abf84.m3u8
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8
桂东融媒,https://liveplay-srs.voc.com.cn/hls/tv/174_6ab9f8.m3u8
衡阳县电视台,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
新化电视台,https://liveplay-srs.voc.com.cn/hls/tv/170_49c556.m3u8
桂阳新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/7_7c833e.m3u8
耒阳电视台,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
永兴电视台,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8
沅江电视台,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8
蓝山电视台,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8
芷江综合,https://liveplay-srs.voc.com.cn/hls/tv/20_68acda.m3u8
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8
双峰电视台,https://liveplay-srs.voc.com.cn/hls/tv/131_acfb72.m3u8
嘉禾新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8
城步电视台,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8
衡东电视台,https://liveplay-srs.voc.com.cn/hls/tv/180_60f888.m3u8
中方台,https://liveplay-srs.voc.com.cn/hls/tv/18_3aa230.m3u8
吉首综合,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8
安化综合,https://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8
